country,theme,level,dataset name,item,title,description
GIN,AB,cod-enhanced,cod-ab-gin,resource,COD_External/GIN_FR (MapServer),"This map service contains OCHA Common Operational Datasets for Guinea: Administrative Boundaries and Populated Places.  The service is available as ESRI Map, WMS, and KML Services."
GIN,AB,cod-enhanced,cod-ab-gin,resource,COD_External/GIN_pcode (FeatureServer),"GIN_pcode - Common Operational Dataset - Administrative Boundaries. This service is intended as a labelling layer for PCODES from OCHA's Common Operational Datasets for Guinea. As a map service it is intended to be used in conjunction with the basemap located at https://codgis.itos.uga.edu/arcgis/rest/services/COD_External/GIN_FR/MapServer. The service also provides feature access to Administrative Boundaries and Populated Places geometry and taxonomy. The service is available as ESRI Map, WMS, ESRI Feature, WFS and KML Services."
GIN,AB,cod-enhanced,cod-ab-gin,resource,COD_External/GIN_pcode (MapServer),"GIN_pcode - Common Operational Dataset - Administrative Boundaries. This service is intended as a labelling layer for PCODES from OCHA's Common Operational Datasets for Guinea. As a map service it is intended to be used in conjunction with the basemap located at https://codgis.itos.uga.edu/arcgis/rest/services/COD_External/GIN_FR/MapServer. The service also provides feature access to Administrative Boundaries and Populated Places geometry and taxonomy. The service is available as ESRI Map, WMS, ESRI Feature, WFS and KML Services."
LAO,AB,cod-enhanced,cod-ab-lao,dataset,Lao People's Democratic Republic - Subnational Administrative Boundaries,"Laos administrative level 0 (country), 1 (province / khoueng or prefecture / kampheng nakhon), and 2 (district / muang) boundary shapefiles, , and EMF files, geodatabase, and gazetteer

Vetting and live service provision by [Information Technology Outreach Services (ITOS)](https://cviog.uga.edu/information-technology/) with funding from USAID.

These shapefiles are suitable for database or GIS linkage to the [Lao People's Democratic Republic - Subnational Population Statistics](https://data.humdata.org/dataset/cod-ps-lao) COD-PS CSV tables."
LAO,AB,cod-enhanced,cod-ab-lao,resource,LAO_AdminBoundaries_TabularData.xlsx,"Laos administrative level 0 (country), 1 ( province / khoueng or prefecture / kampheng nakhon), and 2 (district / muang) boundary gazetteer"
LAO,AB,cod-enhanced,cod-ab-lao,resource,lao_adm_ngd_20191112_SHP.zip,"Laos administrative level 0 (country), 1 ( province / khoueng or prefecture / kampheng nakhon), and 2 (district / muang) boundary shapefiles
"
LAO,AB,cod-enhanced,cod-ab-lao,resource,LAO_AdminBoundaries_candidates.gdb.zip,"Laos administrative level 0 (country), 1 ( province / khoueng or prefecture / kampheng nakhon), and 2 (district / muang) boundary geodatabase"
LAO,AB,cod-enhanced,cod-ab-lao,resource,lao_adm_ngd_20191112_EMF.zip,"Laos administrative level 0 (country), 1 ( province / khoueng or prefecture / kampheng nakhon), and 2 (district / muang) boundary EMF files"
LAO,AB,cod-enhanced,cod-ab-lao,resource,COD_External/LAO_EN (MapServer),"This map service contains OCHA Common Operational Datasets for Laos: Administrative Boundaries. The service is available as ESRI Map, ESRI Feature, WMS, and KML Services. See the OCHA COD/FOD terms of use for access and use constraints."
LAO,AB,cod-enhanced,cod-ab-lao,resource,COD_External/LAO_LO (MapServer),"This map service contains OCHA Common Operational Datasets for Laos in Lao: Administrative Boundaries. The service is available as ESRI Map, ESRI Feature, WMS, and KML Services. See the OCHA COD/FOD terms of use for access and use constraints."
LAO,AB,cod-enhanced,cod-ab-lao,resource,COD_External/LAO_pcode (FeatureServer),"This service is intended as a labelling layer for PCODES from OCHA's Common Operational Datasets for Laos. As a map service it is intended to be used in conjunction with the basemap located at https://codgis.itos.uga.edu/arcgis/rest/services/COD_External/LAO_EN/MapServer. The service also provides feature access to Administrative Boundaries geometry and taxonomy. The service is available as ESRI Map, WMS, ESRI Feature, WFS and KML Services."
LAO,AB,cod-enhanced,cod-ab-lao,resource,COD_External/LAO_pcode (MapServer),"This service is intended as a labelling layer for PCODES from OCHA's Common Operational Datasets for Laos. As a map service it is intended to be used in conjunction with the basemap located at https://codgis.itos.uga.edu/arcgis/rest/services/COD_External/LAO_EN/MapServer. The service also provides feature access to Administrative Boundaries geometry and taxonomy. The service is available as ESRI Map, WMS, ESRI Feature, WFS and KML Services."
NGA,AB,cod-enhanced,cod-ab-nga,dataset,Nigeria - Subnational Administrative Boundaries,"The dataset represents the Common Operational Data (COD) for administrative boundaries of Nigeria.  Each administrative unit contains the p-code and name. Admin COD datasets (Admin 0 – 2) for Nigeria are endorsed by the Office of the Surveyor General of the Federal Republic of Nigeria (OSGOF) and the IMWG Feb 2017.  See metadata for description of methodology for admin level 3 and the cleaning and processing performed by ITOS.  Levels 0 - 3 are polygonal administrative units, Level 3 only covers Adamawa, Borno and Yobe States and are for operational purposes only.   

A senatorial district shapefile is also included.  Senatorial districts respect administrative level 1 (state) but are not reflected in the gazetteer, geodatabase, or live services.

Vetting and live service provision by [Information Technology Outreach Services (ITOS)](https://cviog.uga.edu/information-technology/) with funding from USAID.

The administrative level 0-2 and senatorial district boundaries are suitable for database or GIS linkage to the [Nigeria - Subnational Population Statistics](https://data.humdata.org/dataset/cod-ps-nga) tables.

A topojson generalized version of administrative level 3 is also provided.


REVISION HISTORY
14 February 2020:  Topojson generalized administrative level 3 resource added"
NGA,AB,cod-enhanced,cod-ab-nga,resource,nga_admbnda_osgof_eha_itos.gdb.zip,"Administrative level 0 (country), 1 (state), 2 (local government area), 3 (wards - northeast Nigeria), and  senatorial district boundary geodatabase"
NGA,AB,cod-enhanced,cod-ab-nga,resource,NGA_AdminBoundaries_TabularData.xlsx,"Administrative level 0 (country), 1 (state), 2 (local government area), 3 (wards - northeast Nigeria), and  senatorial district gazetteer"
NGA,AB,cod-enhanced,cod-ab-nga,resource,nga_adm_osgof_20190417.zip,"Administrative level 0 (country), 1 (state), 2 (local government area), 3 (wards - northeast Nigeria), and  senatorial districts boundary shapefiles"
NGA,AB,cod-enhanced,cod-ab-nga,resource,nga_adm_osgof_20190417_EMF.zip,"Administrative level 0 (country), 1 (state), 2 (local government area), 3 (wards - northeast Nigeria), and  senatorial district boundary EMF files"
NGA,AB,cod-enhanced,cod-ab-nga,resource,COD_External/NGA_EN (MapServer),"This map service contains OCHA Common Operational Datasets for Nigeria: Administrative Boundaries.  The service is available as ESRI Map, WMS, and KML Services."
NGA,AB,cod-enhanced,cod-ab-nga,resource,COD_External/NGA_pcode (FeatureServer),"This service is intended as a labelling layer for PCODES from OCHA's Common Operational Datasets for Nigeria. As a map service it is intended to be used in conjunction with the basemap located at https://codgis.itos.uga.edu/arcgis/rest/services/COD_External/NGA_EN/MapServer.  The service also provides feature access to Administrative Boundaries and Populated Places geometry and taxonomy.  The service is available as ESRI Map, WMS, ESRI Feature, WFS and KML Services.  
"
NGA,AB,cod-enhanced,cod-ab-nga,resource,COD_External/NGA_pcode (MapServer),"This service is intended as a labelling layer for PCODES from OCHA's Common Operational Datasets for Nigeria. As a map service it is intended to be used in conjunction with the basemap located at https://codgis.itos.uga.edu/arcgis/rest/services/COD_External/NGA_EN/MapServer.  The service also provides feature access to Administrative Boundaries and Populated Places geometry and taxonomy.  The service is available as ESRI Map, WMS, ESRI Feature, WFS and KML Services.  
"
LBY,AB,cod-enhanced,cod-ab-lby,dataset,Libya - Subnational Administrative Boundaries,"Libya administrative level 0 (country),  1 (province), and 2 (governorate / muhafazat) , EMF files, geodatabase, live services, and gazetteer

Vetting and live service provision by [Information Technology Outreach Services (ITOS)](https://cviog.uga.edu/information-technology/) with funding from USAID.

Libya populated places level 3 (baladiya) point geodatabase"
LBY,AB,cod-enhanced,cod-ab-lby,resource,LBY_AdminBoundaries_TabularData.xlsx,"Libya administrative level 0 (country),  1 (province), and 2 (governorate / muhafazat) gazetteer"
LBY,AB,cod-enhanced,cod-ab-lby,resource,Libya Geodatabase Follow-up Methodology 2017.pdf,"This document is a continuation to the methodology implemented to update Libya’s Common Operational Dataset (COD)
This follow-up document presents how IOM Libya developed and double-checked in coordination with the Ministry of Planning Bureau of Statistics (BSC) and UNOCHA Libya’s Common Operational Dataset (CODs)."
LBY,AB,cod-enhanced,cod-ab-lby,resource,lby_adm_unosat_lbsc_20180507.gdb.zip,"Libya administrative level 0 (country),  1 (province), and 2 (governorate / muhafazat) polygon, line, and point geodatabase"
LBY,AB,cod-enhanced,cod-ab-lby,resource,lby_adm_unosat_lbsc_20180507_SHP.zip,"Libya administrative level 0 (country),  1 (province), and 2 (governorate / muhafazat) polygon, line, and point zipped shapefiles"
LBY,AB,cod-enhanced,cod-ab-lby,resource,lby_adm_unosat_lbsc_20180507_EMF.zip,"Libya administrative level 0 (country),  1 (province), and 2 (governorate / muhafazat) EMF image files"
LBY,AB,cod-enhanced,cod-ab-lby,resource,lby_pplp_unosat_lbsc_20181030.gdb.zip,Libya populated places level 3 (baladiya) point geodatabase
LBY,AB,cod-enhanced,cod-ab-lby,resource,COD_External/LBY_AR (MapServer),"This map service contains OCHA Common Operational Datasets for Libya in Arabic: Administrative Boundaries and Populated Places.  The service is available as ESRI Map, ESRI Feature, WMS, and KML Services. See the OCHA COD/FOD terms of use for access and use constraints."
LBY,AB,cod-enhanced,cod-ab-lby,resource,COD_External/LBY_EN (MapServer),"This map service contains OCHA Common Operational Datasets for Libya: Administrative Boundaries and Populated Places.  The service is available as ESRI Map, ESRI Feature, WMS, and KML Services. See the OCHA COD/FOD terms of use for access and use constraints."
LBY,AB,cod-enhanced,cod-ab-lby,resource,COD_External/LBY_pcode (FeatureServer),"This service is intended as a labelling layer for PCODES from OCHA's Common Operational Datasets for Libya. As a map service it is intended to be used in conjunction with the basemap located at https://codgis.itos.uga.edu/arcgis/rest/services/COD_External/LBY_EN/MapServer.  The service also provides feature access to Administrative Boundaries and Populated Places geometry and taxonomy.  The service is available as ESRI Map, WMS, ESRI Feature, WFS and KML Services"
LBY,AB,cod-enhanced,cod-ab-lby,resource,COD_External/LBY_pcode (MapServer),"This service is intended as a labelling layer for PCODES from OCHA's Common Operational Datasets for Libya. As a map service it is intended to be used in conjunction with the basemap located at https://codgis.itos.uga.edu/arcgis/rest/services/COD_External/LBY_EN/MapServer.  The service also provides feature access to Administrative Boundaries and Populated Places geometry and taxonomy.  The service is available as ESRI Map, WMS, ESRI Feature, WFS and KML Services"
